, state , communityname, population , householdsize , racepctblack , racePctWhite , racePctAsian , racePctHisp , agePct12t21 , agePct12t29 , agePct16t24 , agePct65up , numbUrban , pctUrban , medIncome , pctWWage , pctWFarmSelf , pctWInvInc , pctWSocSec , pctWPubAsst , pctWRetire , medFamInc , perCapInc , whitePerCap , blackPerCap , indianPerCap , AsianPerCap , HispPerCap , NumUnderPov , PctPopUnderPov , PctLess9thGrade , PctNotHSGrad , PctBSorMore , PctUnemployed , PctEmploy , PctEmplManu , PctEmplProfServ , PctOccupManu , PctOccupMgmtProf , MalePctDivorce , MalePctNevMarr , FemalePctDiv , TotalPctDiv , PersPerFam , PctFam2Par , PctKids2Par , PctYoungKids2Par , PctTeen2Par , PctWorkMomYoungKids , PctWorkMom , NumIlleg , PctIlleg , NumImmig , ViolentCrimesPerPop 
59,34,Manvilleborough,0.0,0.4,0.0,0.98,0.05,0.03,0.26,0.42,0.24,0.56,0.02,1.0,0.43,0.53,0.0,0.57,0.67,0.25,0.86,0.45,0.38,0.36,0.08,0.33,0.35,0.49,0.0,0.1,0.44,0.48,0.13,0.22,0.57,0.62,0.29,0.59,0.22,0.43,0.47,0.32,0.38,0.44,0.66,0.67,0.84,0.55,0.57,0.74,0.0,0.09,0.0,0.05
60,34,Hawthorneborough,0.01,0.36,0.01,0.97,0.06,0.06,0.24,0.41,0.24,0.58,0.03,1.0,0.52,0.55,0.24,0.71,0.63,0.06,0.53,0.52,0.49,0.47,1.0,0.7,0.32,0.89,0.0,0.08,0.36,0.39,0.35,0.2,0.55,0.43,0.35,0.33,0.53,0.27,0.39,0.28,0.29,0.42,0.81,0.83,0.91,0.64,0.35,0.29,0.0,0.03,0.01,0.03
61,51,Stauntoncity,0.02,0.41,0.25,0.8,0.02,0.01,0.38,0.44,0.31,0.56,0.0,0.0,0.23,0.47,0.27,0.46,0.61,0.35,0.63,0.27,0.27,0.28,0.22,0.09,0.13,0.23,0.02,0.3,0.47,0.49,0.27,0.18,0.37,0.36,0.6,0.51,0.36,0.7,0.38,0.53,0.63,0.31,0.55,0.49,0.48,0.54,0.54,0.68,0.01,0.24,0.0,0.07
62,41,LaGrandecity,0.0,0.38,0.01,0.93,0.12,0.04,0.61,0.57,0.49,0.47,0.0,0.0,0.16,0.49,0.61,0.47,0.47,0.37,0.36,0.23,0.18,0.18,0.18,0.09,0.13,0.3,0.02,0.5,0.22,0.32,0.3,0.47,0.38,0.26,0.66,0.52,0.43,0.55,0.45,0.5,0.54,0.42,0.57,0.65,0.56,0.64,0.66,0.57,0.01,0.2,0.0,0.07
63,4,CasaGrandecity,0.01,0.59,0.1,0.64,0.05,0.64,0.48,0.5,0.31,0.34,0.0,0.0,0.24,0.56,0.59,0.3,0.44,0.49,0.34,0.22,0.21,0.24,0.17,0.08,0.5,0.26,0.03,0.46,0.51,0.48,0.21,0.51,0.48,0.43,0.41,0.55,0.33,0.59,0.35,0.63,0.63,0.67,0.52,0.48,0.4,0.66,0.49,0.5,0.02,0.34,0.01,0.57
64,6,Banningcity,0.02,0.5,0.19,0.53,0.45,0.43,0.35,0.36,0.22,0.71,0.0,0.0,0.18,0.08,0.12,0.37,0.83,0.91,0.82,0.2,0.21,0.26,0.23,0.11,0.1,0.24,0.03,0.44,0.45,0.65,0.14,0.74,0.08,0.25,0.34,0.5,0.22,0.57,0.31,0.58,0.59,0.53,0.45,0.47,0.47,0.65,0.13,0.18,0.02,0.31,0.02,0.37
65,6,ManhattanBeachcity,0.04,0.25,0.01,0.91,0.27,0.09,0.15,0.42,0.19,0.26,0.05,1.0,0.92,0.71,0.31,0.76,0.21,0.09,0.33,0.96,1.0,1.0,0.6,0.34,0.86,0.98,0.01,0.09,0.02,0.04,0.93,0.08,0.78,0.46,0.44,0.07,0.98,0.56,0.63,0.54,0.56,0.28,0.8,0.82,0.89,0.73,0.51,0.53,0.0,0.06,0.02,0.14
66,37,Gastoniacity,0.07,0.42,0.48,0.61,0.04,0.01,0.43,0.48,0.32,0.47,0.09,1.0,0.24,0.51,0.23,0.31,0.55,0.44,0.45,0.26,0.26,0.3,0.2,0.23,0.3,0.34,0.07,0.37,0.59,0.66,0.24,0.31,0.5,0.84,0.23,0.77,0.31,0.62,0.38,0.62,0.65,0.44,0.42,0.38,0.38,0.43,0.56,0.58,0.06,0.48,0.0,0.61
67,34,Mahwahtownship,0.01,0.43,0.07,0.86,0.24,0.05,0.4,0.58,0.39,0.24,0.03,0.93,0.74,0.84,0.25,0.75,0.21,0.09,0.31,0.74,0.78,0.8,0.45,0.11,0.42,0.51,0.0,0.08,0.15,0.15,0.71,0.21,0.73,0.39,0.4,0.13,0.71,0.28,0.52,0.32,0.31,0.4,0.81,0.82,0.86,0.48,0.09,0.24,0.0,0.11,0.01,0.03
68,34,PerthAmboycity,0.05,0.59,0.23,0.39,0.09,1.0,0.45,0.55,0.37,0.45,0.07,1.0,0.28,0.51,0.16,0.32,0.55,0.5,0.45,0.28,0.21,0.24,0.27,0.16,0.31,0.32,0.06,0.4,1.0,0.89,0.11,0.75,0.47,0.76,0.28,1.0,0.17,0.49,0.61,0.55,0.55,0.72,0.42,0.4,0.33,0.37,0.58,0.58,0.06,0.67,0.07,0.5
69,36,Oneidacity,0.0,0.39,0.01,0.97,0.03,0.01,0.39,0.47,0.29,0.52,0.0,0.0,0.22,0.37,0.22,0.45,0.61,0.34,0.57,0.23,0.22,0.21,0.32,0.11,0.78,0.46,0.01,0.25,0.24,0.4,0.24,0.23,0.43,0.53,0.5,0.6,0.32,0.52,0.4,0.5,0.53,0.49,0.59,0.62,0.51,0.68,0.5,0.56,0.01,0.21,0.0,0.05
70,29,Chesterfieldcity,0.04,0.57,0.05,0.91,0.22,0.02,0.46,0.38,0.25,0.25,0.06,1.0,0.91,0.75,0.47,0.88,0.28,0.03,0.37,0.9,0.79,0.78,0.64,0.26,0.47,1.0,0.01,0.04,0.1,0.09,0.88,0.07,0.6,0.46,0.46,0.04,0.86,0.16,0.31,0.19,0.18,0.57,0.95,0.96,0.91,0.9,0.21,0.25,0.0,0.04,0.01,0.04
71,6,Petalumacity,0.05,0.46,0.02,0.88,0.2,0.17,0.35,0.4,0.24,0.36,0.0,0.0,0.48,0.62,0.3,0.56,0.4,0.22,0.54,0.48,0.41,0.41,0.36,0.36,0.34,0.39,0.02,0.1,0.15,0.22,0.39,0.2,0.66,0.26,0.39,0.33,0.47,0.54,0.38,0.6,0.59,0.49,0.69,0.73,0.82,0.53,0.57,0.6,0.01,0.09,0.03,0.21
72,19,CedarFallscity,0.04,0.58,0.02,0.96,0.09,0.01,0.95,0.83,0.91,0.32,0.05,1.0,0.27,0.62,0.6,0.65,0.43,0.19,0.53,0.35,0.24,0.23,0.23,0.09,0.21,0.2,0.04,0.44,0.14,0.18,0.51,0.29,0.49,0.31,0.72,0.28,0.45,0.2,0.7,0.22,0.22,0.39,0.69,0.76,0.77,0.67,0.51,0.56,0.01,0.17,0.01,0.05
73,9,Guilfordtown,0.02,0.49,0.01,0.98,0.05,0.03,0.37,0.32,0.2,0.3,0.0,0.09,0.73,0.77,0.19,0.79,0.32,0.06,0.36,0.7,0.67,0.65,0.69,0.44,0.4,0.79,0.0,0.06,0.07,0.12,0.71,0.18,0.72,0.4,0.62,0.19,0.73,0.32,0.32,0.35,0.35,0.49,0.86,0.89,0.89,0.81,0.6,0.58,0.0,0.04,0.01,0.02
74,9,Meridentown,0.08,0.39,0.08,0.85,0.04,0.25,0.33,0.48,0.27,0.47,0.09,1.0,0.41,0.57,0.12,0.54,0.52,0.3,0.57,0.41,0.36,0.37,0.3,0.25,0.18,0.3,0.04,0.18,0.37,0.47,0.24,0.3,0.58,0.57,0.39,0.48,0.33,0.49,0.46,0.53,0.53,0.44,0.56,0.57,0.61,0.53,0.62,0.63,0.03,0.27,0.02,0.14
75,25,Yarmouthtown,0.02,0.21,0.02,0.97,0.02,0.02,0.21,0.26,0.16,1.0,0.03,0.99,0.26,0.12,0.15,0.57,0.92,0.33,1.0,0.29,0.34,0.33,0.11,0.17,0.16,0.26,0.02,0.24,0.08,0.22,0.35,0.51,0.21,0.12,0.34,0.27,0.36,0.36,0.29,0.45,0.43,0.19,0.44,0.55,0.51,0.4,0.44,0.54,0.01,0.15,0.01,0.18
76,40,DelCitycity,0.02,0.41,0.21,0.72,0.11,0.05,0.46,0.48,0.31,0.38,0.04,1.0,0.23,0.55,0.16,0.4,0.44,0.27,0.8,0.22,0.2,0.22,0.15,0.14,0.18,0.3,0.03,0.39,0.18,0.39,0.14,0.51,0.47,0.3,0.24,0.51,0.25,0.61,0.28,0.68,0.68,0.44,0.53,0.53,0.55,0.54,0.53,0.63,0.02,0.31,0.0,0.12
77,48,PortArthurcity,0.08,0.43,0.82,0.22,0.29,0.15,0.41,0.43,0.26,0.57,0.09,0.99,0.11,0.26,0.18,0.29,0.67,0.56,0.53,0.14,0.15,0.25,0.18,0.11,0.1,0.23,0.15,0.75,0.57,0.61,0.14,0.89,0.19,0.39,0.4,0.54,0.22,0.67,0.39,0.65,0.68,0.56,0.36,0.38,0.37,0.4,0.48,0.4,0.05,0.32,0.03,0.68
78,8,Pueblocity,0.14,0.4,0.04,0.74,0.04,0.73,0.42,0.43,0.29,0.52,0.16,1.0,0.15,0.3,0.16,0.34,0.58,0.61,0.75,0.16,0.17,0.18,0.18,0.12,0.22,0.25,0.19,0.57,0.42,0.46,0.21,0.62,0.23,0.28,0.57,0.45,0.34,0.69,0.39,0.64,0.69,0.45,0.42,0.44,0.36,0.45,0.37,0.38,0.07,0.3,0.01,0.7
79,8,Auroracity,0.34,0.35,0.22,0.73,0.23,0.12,0.37,0.52,0.28,0.19,0.35,1.0,0.36,0.78,0.29,0.48,0.19,0.17,0.41,0.36,0.35,0.36,0.29,0.18,0.24,0.41,0.15,0.19,0.08,0.14,0.42,0.26,0.77,0.19,0.34,0.26,0.44,0.69,0.4,0.76,0.76,0.45,0.56,0.61,0.64,0.55,0.67,0.72,0.1,0.25,0.08,0.75
80,36,Yonkerscity,0.29,0.42,0.27,0.64,0.18,0.31,0.33,0.45,0.28,0.55,0.3,1.0,0.41,0.48,0.12,0.49,0.58,0.44,0.54,0.43,0.42,0.47,0.29,0.14,0.42,0.33,0.19,0.28,0.38,0.45,0.34,0.4,0.44,0.26,0.55,0.3,0.46,0.33,0.54,0.41,0.39,0.52,0.47,0.46,0.51,0.45,0.22,0.24,0.19,0.5,0.25,0.3
81,49,Ogdencity,0.09,0.43,0.05,0.81,0.11,0.22,0.47,0.54,0.38,0.47,0.1,1.0,0.2,0.44,0.22,0.42,0.53,0.47,0.62,0.22,0.19,0.2,0.19,0.12,0.21,0.24,0.09,0.44,0.26,0.43,0.25,0.54,0.41,0.41,0.31,0.5,0.35,0.74,0.39,0.64,0.71,0.54,0.51,0.56,0.55,0.59,0.57,0.56,0.03,0.21,0.02,0.24
82,48,Vernoncity,0.0,0.42,0.21,0.65,0.04,0.28,0.44,0.42,0.3,0.65,0.0,0.0,0.15,0.29,0.88,0.39,0.76,0.28,0.38,0.17,0.15,0.18,0.1,0.17,0.15,0.22,0.02,0.52,0.69,0.69,0.18,0.33,0.32,0.27,0.85,0.51,0.28,0.56,0.36,0.43,0.5,0.45,0.65,0.57,0.64,0.6,0.76,0.78,0.0,0.16,0.0,1.0
83,39,Polandtownship,0.01,0.52,0.0,1.0,0.01,0.01,0.38,0.31,0.21,0.52,0.02,0.81,0.4,0.48,0.05,0.64,0.6,0.2,0.8,0.39,0.35,0.33,0.0,0.12,0.0,0.39,0.0,0.09,0.1,0.19,0.43,0.23,0.43,0.34,0.55,0.28,0.55,0.13,0.24,0.08,0.1,0.51,0.96,0.95,0.95,0.74,0.4,0.41,0.0,0.04,0.0,0.0
84,46,Vermillioncity,0.0,0.65,0.01,0.91,0.09,0.02,1.0,1.0,1.0,0.2,0.0,0.0,0.08,0.73,0.9,0.55,0.3,0.18,0.21,0.19,0.11,0.11,0.23,0.06,0.11,0.12,0.02,0.82,0.23,0.21,0.72,0.43,0.42,0.03,1.0,0.2,0.59,0.15,1.0,0.22,0.19,0.39,0.54,0.63,0.73,0.44,0.57,0.6,0.0,0.27,0.0,0.03
85,29,Carthagecity,0.0,0.36,0.04,0.93,0.1,0.01,0.34,0.38,0.23,0.69,0.0,0.0,0.14,0.31,0.42,0.45,0.73,0.27,0.44,0.16,0.19,0.19,0.28,0.16,0.06,0.2,0.01,0.31,0.45,0.53,0.18,0.32,0.32,0.78,0.24,0.81,0.27,0.51,0.3,0.51,0.53,0.38,0.66,0.66,0.67,0.49,0.5,0.53,0.0,0.04,0.0,0.06
86,4,LakeHavasuCitycity,0.02,0.34,0.0,0.97,0.03,0.07,0.24,0.25,0.14,0.88,0.0,0.0,0.28,0.24,0.11,0.55,0.82,0.16,0.98,0.26,0.32,0.31,0.29,0.17,0.13,0.27,0.02,0.2,0.17,0.35,0.2,0.15,0.3,0.25,0.21,0.36,0.27,0.49,0.13,0.42,0.47,0.2,0.7,0.69,0.8,0.6,0.64,0.62,0.0,0.06,0.01,0.08
87,6,SealBeachcity,0.02,0.04,0.02,0.91,0.26,0.09,0.13,0.23,0.13,1.0,0.04,1.0,0.35,0.0,0.27,0.78,1.0,0.16,1.0,0.55,0.71,0.68,0.54,0.26,0.68,0.65,0.01,0.11,0.14,0.22,0.51,0.12,0.21,0.37,0.56,0.12,0.78,0.54,0.35,0.44,0.5,0.14,0.76,0.79,0.76,0.67,0.32,0.51,0.0,0.04,0.02,0.1
88,41,Lebanoncity,0.0,0.37,0.0,0.96,0.05,0.04,0.39,0.42,0.26,0.61,0.0,0.0,0.15,0.26,0.26,0.44,0.67,0.49,0.63,0.16,0.17,0.16,0.17,0.12,0.27,0.3,0.02,0.49,0.32,0.48,0.13,0.71,0.29,0.65,0.44,0.69,0.28,0.62,0.28,0.63,0.65,0.4,0.52,0.56,0.39,0.56,0.52,0.51,0.01,0.29,0.0,0.27
89,6,Yucaipacity,0.04,0.34,0.01,0.89,0.06,0.2,0.32,0.32,0.18,0.79,0.05,1.0,0.26,0.12,0.17,0.51,0.83,0.43,0.77,0.31,0.31,0.3,0.36,0.23,0.4,0.33,0.02,0.19,0.27,0.45,0.18,0.3,0.25,0.18,0.41,0.39,0.35,0.51,0.2,0.49,0.52,0.4,0.67,0.68,0.57,0.72,0.4,0.36,0.01,0.13,0.02,0.15
90,12,KeyWestcity,0.02,0.3,0.2,0.79,0.09,0.31,0.22,0.47,0.26,0.37,0.0,0.0,0.27,0.62,0.28,0.42,0.32,0.24,0.39,0.26,0.36,0.37,0.24,0.4,0.32,0.48,0.02,0.27,0.32,0.34,0.33,0.12,0.72,0.02,0.22,0.19,0.35,0.84,0.59,0.73,0.8,0.38,0.66,0.66,0.73,0.64,0.66,0.78,0.01,0.16,0.02,0.63
91,28,Clintoncity,0.02,0.58,0.33,0.72,0.05,0.01,0.58,0.59,0.44,0.24,0.03,1.0,0.41,0.79,0.33,0.49,0.29,0.17,0.43,0.42,0.33,0.37,0.17,0.0,0.37,0.32,0.02,0.24,0.15,0.21,0.62,0.16,0.69,0.19,0.67,0.19,0.59,0.29,0.44,0.43,0.39,0.55,0.66,0.68,0.65,0.61,0.57,0.73,0.01,0.32,0.0,0.05
92,44,EastGreenwichtown,0.0,0.45,0.01,0.97,0.08,0.01,0.39,0.34,0.24,0.36,0.01,0.66,0.65,0.62,0.08,0.74,0.43,0.22,0.54,0.71,0.72,0.7,0.28,0.86,0.68,0.49,0.0,0.11,0.09,0.15,0.72,0.21,0.57,0.39,0.51,0.14,0.71,0.33,0.36,0.3,0.32,0.52,0.81,0.87,0.73,0.86,0.11,0.25,0.0,0.11,0.0,0.03
93,41,Gladstonecity,0.0,0.49,0.01,0.94,0.14,0.04,0.47,0.42,0.27,0.4,0.02,1.0,0.34,0.59,0.07,0.59,0.46,0.11,0.54,0.35,0.31,0.3,0.0,0.27,0.3,0.41,0.0,0.09,0.13,0.23,0.3,0.18,0.57,0.32,0.41,0.39,0.41,0.48,0.33,0.59,0.57,0.49,0.65,0.69,0.81,0.74,0.59,0.75,0.0,0.03,0.0,0.12
94,6,RohnertParkcity,0.04,0.47,0.05,0.84,0.29,0.16,0.48,0.62,0.44,0.22,0.06,1.0,0.4,0.72,0.33,0.44,0.29,0.29,0.38,0.41,0.33,0.32,0.38,0.33,0.28,0.43,0.03,0.22,0.12,0.19,0.34,0.31,0.69,0.28,0.27,0.32,0.35,0.56,0.51,0.68,0.65,0.51,0.62,0.66,0.76,0.55,0.52,0.61,0.01,0.12,0.02,0.4
95,25,Maldencity,0.07,0.34,0.08,0.84,0.32,0.05,0.28,0.53,0.32,0.49,0.09,1.0,0.37,0.53,0.19,0.48,0.54,0.31,0.49,0.42,0.37,0.36,0.36,0.18,0.26,0.45,0.04,0.19,0.24,0.37,0.31,0.49,0.56,0.3,0.45,0.33,0.45,0.34,0.63,0.4,0.39,0.48,0.58,0.62,0.71,0.62,0.53,0.5,0.03,0.28,0.05,0.37
96,6,Eurekacity,0.03,0.32,0.03,0.82,0.27,0.09,0.38,0.45,0.29,0.48,0.0,0.0,0.17,0.32,0.16,0.46,0.56,0.77,0.59,0.22,0.27,0.28,0.17,0.11,0.19,0.32,0.04,0.49,0.23,0.35,0.28,0.56,0.34,0.26,0.51,0.38,0.36,0.83,0.46,0.82,0.86,0.4,0.41,0.46,0.53,0.33,0.38,0.39,0.01,0.16,0.01,0.45
97,19,Amescity,0.06,0.63,0.05,0.85,0.42,0.03,1.0,1.0,1.0,0.18,0.0,0.0,0.21,0.76,1.0,0.73,0.19,0.13,0.23,0.33,0.21,0.22,0.16,0.2,0.17,0.19,0.08,0.64,0.07,0.05,0.89,0.23,0.51,0.08,1.0,0.18,0.65,0.09,1.0,0.16,0.12,0.33,0.79,0.82,0.78,0.69,0.52,0.6,0.01,0.12,0.03,0.04
98,9,Wolcotttown,0.01,0.6,0.03,0.97,0.02,0.02,0.41,0.43,0.3,0.39,0.01,0.63,0.61,0.75,0.22,0.63,0.46,0.17,0.58,0.56,0.44,0.43,0.51,0.0,0.34,1.0,0.0,0.03,0.21,0.36,0.24,0.35,0.65,0.64,0.3,0.47,0.35,0.23,0.36,0.23,0.24,0.58,0.87,0.84,0.91,0.68,0.66,0.68,0.0,0.07,0.0,0.09
99,33,Manchestercity,0.14,0.34,0.02,0.96,0.07,0.04,0.36,0.56,0.35,0.43,0.16,1.0,0.33,0.6,0.17,0.51,0.46,0.27,0.4,0.37,0.34,0.33,0.25,0.15,0.29,0.34,0.08,0.23,0.4,0.43,0.3,0.45,0.59,0.41,0.36,0.42,0.37,0.56,0.5,0.54,0.57,0.41,0.57,0.59,0.57,0.51,0.69,0.73,0.05,0.24,0.04,0.09
100,40,Lawtoncity,0.11,0.47,0.38,0.56,0.2,0.12,0.48,0.59,0.39,0.27,0.13,1.0,0.21,0.66,0.35,0.32,0.32,0.32,0.68,0.19,0.19,0.22,0.2,0.11,0.17,0.31,0.11,0.42,0.19,0.31,0.29,0.61,0.47,0.19,0.53,0.37,0.44,0.53,0.29,0.61,0.6,0.49,0.59,0.58,0.59,0.49,0.41,0.45,0.04,0.25,0.03,0.39
101,34,Wallingtonborough,0.0,0.27,0.05,0.9,0.16,0.08,0.25,0.45,0.26,0.59,0.02,1.0,0.34,0.54,0.29,0.49,0.54,0.21,0.58,0.38,0.39,0.37,0.59,0.42,0.42,0.54,0.0,0.12,0.51,0.53,0.24,0.52,0.51,0.63,0.19,0.51,0.35,0.41,0.46,0.38,0.41,0.37,0.72,0.72,0.86,0.57,0.17,0.52,0.0,0.13,0.02,0.02
102,12,Hollywoodcity,0.18,0.26,0.17,0.82,0.08,0.22,0.25,0.33,0.2,0.76,0.19,1.0,0.26,0.31,0.13,0.49,0.74,0.24,0.42,0.3,0.38,0.4,0.19,0.26,0.31,0.36,0.12,0.28,0.29,0.47,0.24,0.37,0.37,0.2,0.35,0.3,0.37,0.67,0.36,0.57,0.64,0.34,0.54,0.54,0.59,0.53,0.62,0.59,0.06,0.23,0.14,0.34
103,48,Amarillocity,0.24,0.4,0.12,0.74,0.11,0.27,0.41,0.47,0.29,0.38,0.25,1.0,0.22,0.56,0.47,0.38,0.42,0.26,0.34,0.24,0.26,0.29,0.17,0.16,0.2,0.23,0.24,0.44,0.29,0.41,0.27,0.42,0.52,0.25,0.42,0.4,0.35,0.63,0.27,0.65,0.66,0.49,0.62,0.62,0.63,0.6,0.51,0.52,0.07,0.2,0.04,0.28
104,46,Yanktoncity,0.0,0.39,0.02,0.96,0.01,0.01,0.4,0.45,0.3,0.52,0.0,0.0,0.16,0.51,1.0,0.51,0.59,0.21,0.31,0.22,0.2,0.19,0.11,0.08,0.08,0.25,0.01,0.31,0.46,0.35,0.32,0.07,0.58,0.44,0.62,0.45,0.36,0.43,0.4,0.3,0.37,0.44,0.68,0.74,0.72,0.65,0.86,0.9,0.0,0.16,0.0,0.08
105,22,Bogalusacity,0.01,0.36,0.68,0.46,0.01,0.01,0.44,0.4,0.25,0.65,0.0,0.0,0.04,0.11,0.32,0.18,0.77,0.87,0.57,0.07,0.1,0.15,0.13,0.09,0.89,0.3,0.05,0.99,0.61,0.68,0.14,1.0,0.03,0.36,0.61,0.55,0.25,0.66,0.37,0.66,0.69,0.45,0.22,0.21,0.12,0.32,0.44,0.4,0.02,0.56,0.0,0.44
106,6,SanLuisObispocity,0.05,0.35,0.04,0.83,0.31,0.17,0.82,1.0,1.0,0.37,0.07,1.0,0.24,0.6,0.49,0.62,0.38,0.22,0.45,0.38,0.33,0.34,0.22,0.22,0.27,0.31,0.1,0.73,0.13,0.17,0.56,0.34,0.4,0.11,0.6,0.21,0.49,0.3,1.0,0.43,0.38,0.28,0.55,0.61,0.75,0.5,0.51,0.57,0.01,0.14,0.02,0.24
107,42,WestGoshentownship,0.01,0.51,0.09,0.9,0.11,0.03,0.34,0.42,0.27,0.35,0.03,1.0,0.65,0.8,0.09,0.69,0.32,0.13,0.34,0.64,0.53,0.52,0.42,0.5,0.37,0.52,0.0,0.04,0.13,0.16,0.63,0.07,0.74,0.39,0.46,0.25,0.73,0.26,0.4,0.24,0.25,0.53,0.88,0.91,0.89,0.83,0.63,0.66,0.01,0.18,0.0,0.09
108,48,ElCampocity,0.0,0.49,0.23,0.61,0.02,0.59,0.45,0.44,0.26,0.48,0.0,0.0,0.16,0.47,1.0,0.35,0.59,0.34,0.26,0.18,0.21,0.24,0.13,0.0,0.11,0.29,0.02,0.58,0.78,0.72,0.18,0.53,0.4,0.33,0.36,0.63,0.22,0.44,0.31,0.42,0.44,0.6,0.62,0.59,0.68,0.56,0.51,0.48,0.0,0.15,0.0,0.26
109,4,Tucsoncity,0.64,0.35,0.08,0.62,0.13,0.54,0.5,0.6,0.46,0.4,0.64,1.0,0.17,0.51,0.2,0.4,0.45,0.31,0.49,0.2,0.21,0.24,0.24,0.12,0.18,0.26,0.72,0.53,0.32,0.36,0.32,0.53,0.43,0.19,0.56,0.28,0.4,0.64,0.58,0.69,0.7,0.47,0.45,0.46,0.54,0.45,0.52,0.52,0.29,0.35,0.29,0.4
110,12,BoyntonBeachcity,0.06,0.24,0.39,0.66,0.04,0.12,0.2,0.29,0.16,1.0,0.07,1.0,0.28,0.16,0.15,0.59,0.88,0.19,0.73,0.3,0.4,0.46,0.2,0.22,0.36,0.36,0.04,0.24,0.33,0.46,0.25,0.31,0.26,0.14,0.39,0.23,0.37,0.48,0.28,0.47,0.49,0.23,0.45,0.41,0.57,0.44,0.61,0.67,0.04,0.4,0.04,0.56
111,42,WestManchestertownship,0.01,0.34,0.02,0.97,0.05,0.01,0.3,0.35,0.23,0.59,0.02,0.83,0.34,0.49,0.06,0.7,0.58,0.11,0.68,0.36,0.34,0.33,0.28,0.0,0.16,0.26,0.0,0.09,0.36,0.42,0.22,0.15,0.51,0.66,0.32,0.53,0.37,0.32,0.24,0.26,0.29,0.29,0.85,0.85,0.87,0.81,0.53,0.71,0.0,0.04,0.0,0.05
112,25,Eastontown,0.02,0.66,0.03,0.96,0.06,0.01,0.62,0.57,0.49,0.23,0.02,0.74,0.64,0.75,0.41,0.58,0.33,0.18,0.36,0.63,0.48,0.46,0.42,0.54,0.37,0.52,0.01,0.09,0.09,0.14,0.52,0.26,0.68,0.3,0.55,0.26,0.57,0.23,0.51,0.23,0.24,0.6,0.86,0.86,0.87,0.7,0.52,0.63,0.0,0.09,0.01,0.06
113,6,SantaClaracity,0.13,0.39,0.05,0.6,1.0,0.28,0.36,0.61,0.39,0.31,0.15,1.0,0.54,0.72,0.21,0.58,0.3,0.27,0.38,0.52,0.5,0.54,0.42,0.28,0.35,0.49,0.05,0.15,0.22,0.27,0.49,0.24,0.69,0.9,0.24,0.27,0.57,0.59,0.67,0.61,0.62,0.44,0.59,0.59,0.75,0.56,0.56,0.58,0.03,0.19,0.14,0.2
114,6,Marysvillecity,0.0,0.4,0.1,0.7,0.41,0.2,0.39,0.49,0.31,0.44,0.02,1.0,0.16,0.37,0.64,0.32,0.54,0.9,0.61,0.19,0.23,0.25,0.2,0.11,0.17,0.3,0.02,0.43,0.31,0.41,0.17,0.8,0.27,0.15,0.52,0.42,0.3,0.9,0.43,0.89,0.92,0.44,0.36,0.38,0.41,0.36,0.12,0.23,0.01,0.4,0.01,0.51
115,34,WestWindsortownship,0.01,0.61,0.05,0.73,0.91,0.05,0.41,0.39,0.22,0.15,0.0,0.0,1.0,0.87,0.6,0.83,0.15,0.1,0.19,1.0,0.88,0.92,0.37,0.09,0.51,0.67,0.0,0.07,0.07,0.07,1.0,0.12,0.68,0.31,0.69,0.05,0.99,0.1,0.32,0.1,0.1,0.64,1.0,1.0,0.95,0.92,0.15,0.27,0.0,0.03,0.02,0.04
116,6,Inglewoodcity,0.16,0.64,1.0,0.0,0.15,0.72,0.48,0.62,0.4,0.18,0.17,1.0,0.3,0.69,0.2,0.16,0.24,0.55,0.27,0.27,0.23,0.26,0.38,0.36,0.33,0.23,0.16,0.43,0.59,0.6,0.23,0.68,0.52,0.39,0.38,0.46,0.29,0.63,0.71,0.83,0.77,0.83,0.28,0.33,0.42,0.36,0.47,0.49,0.2,0.97,0.21,0.86
117,42,Marpletownship,0.02,0.53,0.02,0.94,0.21,0.01,0.28,0.33,0.22,0.64,0.04,1.0,0.6,0.58,0.37,0.79,0.66,0.11,0.74,0.61,0.52,0.5,0.47,0.0,0.46,0.44,0.01,0.09,0.19,0.22,0.48,0.09,0.5,0.26,0.57,0.16,0.63,0.14,0.38,0.17,0.16,0.48,0.87,0.87,0.94,0.79,0.3,0.36,0.0,0.02,0.01,0.05
118,12,OrmondBeachcity,0.03,0.28,0.07,0.93,0.06,0.03,0.26,0.26,0.17,0.86,0.05,1.0,0.35,0.24,0.16,0.65,0.79,0.2,0.88,0.35,0.47,0.46,0.23,0.4,0.53,0.7,0.02,0.17,0.16,0.26,0.42,0.22,0.27,0.17,0.52,0.18,0.63,0.41,0.24,0.47,0.46,0.23,0.66,0.69,0.75,0.65,0.54,0.57,0.01,0.1,0.01,0.06
119,6,SantaMonicacity,0.12,0.07,0.09,0.74,0.39,0.26,0.13,0.34,0.15,0.51,0.14,1.0,0.4,0.49,0.2,0.56,0.37,0.22,0.26,0.55,0.83,0.88,0.36,0.24,0.6,0.47,0.07,0.24,0.19,0.19,0.71,0.27,0.59,0.19,0.69,0.12,0.81,0.76,0.73,0.81,0.82,0.26,0.52,0.59,0.78,0.37,0.47,0.43,0.04,0.29,0.15,0.68
